# timestamp tx ty tz qx qy qz qw
1403636582.213555456 0.0104687 0.227278 -0.00937331 0 0 0 1
1403636582.263555584 0.00965207 0.225505 -0.0103439 0 0 0 1
1403636582.313555456 0.00823929 0.216423 -0.0112728 0 0 0 1
1403636582.363555584 0.00541502 0.199829 -0.0146344 0 0 0 1
1403636582.413555456 0.00340751 0.176667 -0.0199856 0 0 0 1
1403636582.463555584 0.00204304 0.147596 -0.0265084 0 0 0 1
1403636582.513555456 0.000831791 0.118198 -0.0309207 0 0 0 1
1403636582.563555584 0.000251003 0.0865778 -0.0368925 0 0 0 1
1403636582.613555456 0.00126153 0.0527167 -0.0448757 0 0 0 1
1403636582.663555584 0.00577072 0.0177216 -0.0559384 0 0 0 1
1403636582.713555456 0.00792786 -0.0141934 -0.06319 0 0 0 1
1403636582.763555584 0.0103952 -0.0495123 -0.0689002 0 0 0 1
1403636582.813555456 0.0153675 -0.0820413 -0.0752242 0 0 0 1
1403636582.863555584 0.0165089 -0.116366 -0.0832547 0 0 0 1
1403636582.913555456 0.0187323 -0.145957 -0.0893744 0 0 0 1
1403636582.963555584 0.0237251 -0.172642 -0.0986275 0 0 0 1
1403636583.13555456 0.0245448 -0.190933 -0.102319 0 0 0 1
1403636583.63555584 0.0245596 -0.202184 -0.105513 0 0 0 1
1403636583.113555456 0.0258823 -0.209399 -0.105911 0 0 0 1
1403636583.163555584 0.028947 -0.204438 -0.105967 0 0 0 1
1403636583.213555456 0.0274786 -0.199887 -0.103571 0 0 0 1
1403636583.263555584 0.027333 -0.182759 -0.0998964 0 0 0 1
1403636583.313555456 0.0279737 -0.157273 -0.0945917 0 0 0 1
1403636583.363555584 0.0304875 -0.133878 -0.0918859 0 0 0 1
1403636583.413555456 0.0309372 -0.100788 -0.0846289 0 0 0 1
1403636583.463555584 0.0318853 -0.0676004 -0.0797088 0 0 0 1
1403636583.513555456 0.032211 -0.0320853 -0.0718295 0 0 0 1
1403636583.563555584 0.0347727 -0.00299356 -0.0679837 0 0 0 1
1403636583.613555456 0.0343103 0.0350392 -0.0566911 0 0 0 1
1403636583.663555584 0.0270339 0.0558277 -0.0582519 0 0 0 1
1403636583.713555456 0.0289112 0.0896862 -0.0553549 0 0 0 1
1403636583.763555584 0.0276756 0.122567 -0.0529365 0 0 0 1
1403636583.813555456 0.0243245 0.152211 -0.0447677 0 0 0 1
1403636583.863555584 0.0238021 0.151013 -0.0422233 0 0 0 1
1403636583.913555456 0.0273622 0.176408 -0.0449332 0 0 0 1
1403636583.963555584 0.0272689 0.193796 -0.043328 0 0 0 1
1403636584.13555456 0.0248539 0.205401 -0.0432961 0 0 0 1
1403636584.63555584 0.0231601 0.212451 -0.0444398 0 0 0 1
1403636584.113555456 0.0220471 0.209873 -0.0471449 0 0 0 1
1403636584.163555584 0.0210054 0.200661 -0.0490907 0 0 0 1
1403636584.213555456 0.0201524 0.183391 -0.0517018 0 0 0 1
1403636584.263555584 0.0194118 0.161692 -0.0546346 0 0 0 1
1403636584.313555456 0.019209 0.135183 -0.059042 0 0 0 1
1403636584.363555584 0.0193504 0.10418 -0.0628306 0 0 0 1
1403636584.413555456 0.0200233 0.0723056 -0.0653797 0 0 0 1
1403636584.463555584 0.0219015 0.0368578 -0.0687679 0 0 0 1
1403636584.513555456 0.0232787 0.000135532 -0.07425 0 0 0 1
1403636584.563555584 0.0230675 -0.0366371 -0.0777066 0 0 0 1
1403636584.613555456 0.0242607 -0.0763948 -0.0824219 0 0 0 1
1403636584.663555584 0.0277397 -0.117948 -0.0932736 0 0 0 1
1403636584.713555456 0.0300773 -0.160018 -0.106982 0 0 0 1
1403636584.763555584 0.0312055 -0.187859 -0.111619 0 0 0 1
1403636584.813555456 0.0327018 -0.214721 -0.115957 0 0 0 1
1403636584.863555584 0.0341045 -0.229945 -0.119976 0 0 0 1
1403636584.913555456 0.0339025 -0.232975 -0.117434 0 0 0 1
1403636584.963555584 0.0333772 -0.275209 -0.132862 0 0 0 1
1403636585.13555456 0.0363012 -0.27351 -0.135977 0 0 0 1
1403636585.63555584 0.0363583 -0.27171 -0.136821 0 0 0 1
1403636585.113555456 0.0333985 -0.263504 -0.13687 0 0 0 1
1403636585.163555584 0.0328177 -0.24823 -0.133259 0 0 0 1
1403636585.213555456 0.0324518 -0.228001 -0.131428 0 0 0 1
1403636585.263555584 0.033785 -0.204946 -0.126162 0 0 0 1
1403636585.313555456 0.030567 -0.19226 -0.122537 0 0 0 1
1403636585.363555584 0.0332136 -0.160498 -0.115691 0 0 0 1
1403636585.413555456 0.0347332 -0.141219 -0.111755 0 0 0 1
1403636585.463555584 0.0340134 -0.113981 -0.10607 0 0 0 1
1403636585.513555456 0.0336344 -0.0844697 -0.102552 0 0 0 1
1403636585.563555584 0.0340847 -0.059674 -0.102599 0 0 0 1
1403636585.613555456 0.0327706 -0.0375154 -0.104498 0 0 0 1
1403636585.663555584 0.0336309 -0.0200979 -0.109388 0 0 0 1
1403636585.713555456 0.034364 -0.00504885 -0.113936 0 0 0 1
1403636585.763555584 0.0339113 0.00554807 -0.11814 0 0 0 1
1403636585.813555456 0.032939 0.0125452 -0.122949 0 0 0 1
1403636585.863555584 0.0328866 0.0163864 -0.128399 0 0 0 1
1403636585.913555456 0.032119 0.0179313 -0.13364 0 0 0 1
1403636585.963555584 0.0321089 0.0187054 -0.138086 0 0 0 1
1403636586.13555456 0.0319909 0.0184017 -0.141493 0 0 0 1
1403636586.63555584 0.0324684 0.0174817 -0.144192 0 0 0 1
1403636586.113555456 0.0314334 0.0167665 -0.147078 0 0 0 1
1403636586.163555584 0.0292415 0.0146333 -0.149906 0 0 0 1
1403636586.213555456 0.0267878 0.0127621 -0.153704 0 0 0 1
1403636586.263555584 0.0246852 0.011392 -0.158225 0 0 0 1
1403636586.313555456 0.0234458 0.0100864 -0.163109 0 0 0 1
1403636586.363555584 0.0225758 0.0104809 -0.168435 0 0 0 1
1403636586.413555456 0.022372 0.00938665 -0.174383 0 0 0 1
1403636586.463555584 0.022699 0.0098309 -0.180653 0 0 0 1
1403636586.513555456 0.0241182 0.00972823 -0.186533 0 0 0 1
1403636586.563555584 0.0263345 0.008785 -0.191491 0 0 0 1
1403636586.613555456 0.0295817 0.00713376 -0.195071 0 0 0 1
1403636586.663555584 0.0336111 0.0049186 -0.196827 0 0 0 1
1403636586.713555456 0.0380811 0.00285298 -0.197616 0 0 0 1
1403636586.763555584 0.0422003 0.00106504 -0.197166 0 0 0 1
1403636586.813555456 0.046783 -0.000521052 -0.195667 0 0 0 1
1403636586.863555584 0.0504136 -0.000984012 -0.193845 0 0 0 1
1403636586.913555456 0.0521828 -0.000781199 -0.192051 0 0 0 1
1403636586.963555584 0.0531815 -0.000838869 -0.189934 0 0 0 1
1403636587.13555456 0.0545392 -0.000955275 -0.187264 0 0 0 1
1403636587.63555584 0.0554019 -0.00144335 -0.184704 0 0 0 1
1403636587.113555456 0.0569333 -0.00205261 -0.182199 0 0 0 1
1403636587.163555584 0.0596847 -0.00238403 -0.179533 0 0 0 1
1403636587.213555456 0.0637085 -0.00270604 -0.176697 0 0 0 1
1403636587.263555584 0.0694765 -0.00283762 -0.173608 0 0 0 1
1403636587.313555456 0.0770591 -0.00314525 -0.170247 0 0 0 1
1403636587.363555584 0.0865881 -0.00348201 -0.166472 0 0 0 1
1403636587.413555456 0.0976179 -0.0040534 -0.162881 0 0 0 1
1403636587.463555584 0.110351 -0.00448783 -0.159589 0 0 0 1
1403636587.513555456 0.124715 -0.00507173 -0.156801 0 0 0 1
1403636587.563555584 0.140928 -0.00560504 -0.154266 0 0 0 1
1403636587.613555456 0.158353 -0.00604281 -0.151666 0 0 0 1
1403636587.663555584 0.17657 -0.00795495 -0.148722 0 0 0 1
1403636587.713555456 0.195376 -0.0099777 -0.145867 0 0 0 1
1403636587.763555584 0.214337 -0.0115676 -0.143124 0 0 0 1
1403636587.813555456 0.233658 -0.0127574 -0.139829 0 0 0 1
1403636587.863555584 0.252038 -0.014745 -0.138011 0 0 0 1
1403636587.913555456 0.269605 -0.0138402 -0.136475 0 0 0 1
1403636587.963555584 0.286235 -0.0123463 -0.134077 0 0 0 1
1403636588.13555456 0.302632 -0.010472 -0.132313 0 0 0 1
1403636588.63555584 0.316835 -0.00934917 -0.129878 0 0 0 1
1403636588.113555456 0.329061 -0.00727635 -0.128866 0 0 0 1
1403636588.163555584 0.339927 -0.0047077 -0.127919 0 0 0 1
1403636588.213555456 0.349048 -0.00308848 -0.12737 0 0 0 1
1403636588.263555584 0.356829 -0.00188012 -0.126229 0 0 0 1
1403636588.313555456 0.361547 -0.000119499 -0.125606 0 0 0 1
1403636588.363555584 0.36396 0.000918575 -0.12543 0 0 0 1
1403636588.413555456 0.364343 0.00168129 -0.125641 0 0 0 1
1403636588.463555584 0.362727 0.00222979 -0.126144 0 0 0 1
1403636588.513555456 0.35945 0.00222934 -0.127194 0 0 0 1
1403636588.563555584 0.353943 0.0011303 -0.128487 0 0 0 1
1403636588.613555456 0.345995 -0.000475057 -0.1303 0 0 0 1
1403636588.663555584 0.336123 -0.00206628 -0.132568 0 0 0 1
1403636588.713555456 0.324235 -0.00271887 -0.1353 0 0 0 1
1403636588.763555584 0.310718 -0.00243411 -0.138794 0 0 0 1
1403636588.813555456 0.296356 -0.00249179 -0.141541 0 0 0 1
1403636588.863555584 0.27988 -0.00234263 -0.143447 0 0 0 1
1403636588.913555456 0.26175 -0.00254747 -0.145752 0 0 0 1
1403636588.963555584 0.242202 -0.00354702 -0.148407 0 0 0 1
1403636589.13555456 0.221668 -0.00481269 -0.151519 0 0 0 1
1403636589.63555584 0.200763 -0.00729513 -0.154534 0 0 0 1
1403636589.113555456 0.178954 -0.00938322 -0.157947 0 0 0 1
1403636589.163555584 0.157029 -0.0119967 -0.161272 0 0 0 1
1403636589.213555456 0.13403 -0.0146577 -0.164118 0 0 0 1
1403636589.263555584 0.109408 -0.0177864 -0.167352 0 0 0 1
1403636589.313555456 0.0851751 -0.01888 -0.170433 0 0 0 1
1403636589.363555584 0.0588544 -0.0196033 -0.173661 0 0 0 1
1403636589.413555456 0.0340612 -0.0200421 -0.175892 0 0 0 1
1403636589.463555584 0.0100633 -0.0195236 -0.177238 0 0 0 1
1403636589.513555456 -0.0143059 -0.0191776 -0.179992 0 0 0 1
1403636589.563555584 -0.0391111 -0.019741 -0.182194 0 0 0 1
1403636589.613555456 -0.0620498 -0.0196784 -0.184436 0 0 0 1
1403636589.663555584 -0.0858008 -0.0186851 -0.187587 0 0 0 1
1403636589.713555456 -0.10882 -0.0179304 -0.189656 0 0 0 1
1403636589.763555584 -0.132005 -0.0163705 -0.192037 0 0 0 1
1403636589.813555456 -0.152327 -0.013919 -0.194649 0 0 0 1
1403636589.863555584 -0.173588 -0.0117592 -0.19606 0 0 0 1
1403636589.913555456 -0.192405 -0.00936592 -0.198952 0 0 0 1
1403636589.963555584 -0.210022 -0.00821632 -0.199654 0 0 0 1
1403636590.13555456 -0.225647 -0.00581572 -0.201193 0 0 0 1
1403636590.63555584 -0.237608 -0.00489823 -0.20189 0 0 0 1
1403636590.113555456 -0.247085 -0.0053425 -0.203356 0 0 0 1
1403636590.163555584 -0.254957 -0.00630525 -0.204354 0 0 0 1
1403636590.213555456 -0.258285 -0.00697895 -0.205489 0 0 0 1
1403636590.263555584 -0.258817 -0.00754472 -0.206334 0 0 0 1
1403636590.313555456 -0.255969 -0.00661266 -0.208231 0 0 0 1
1403636590.363555584 -0.250264 -0.00735164 -0.209272 0 0 0 1
1403636590.413555456 -0.241496 -0.00821556 -0.21038 0 0 0 1
1403636590.463555584 -0.22977 -0.00942867 -0.211355 0 0 0 1
1403636590.513555456 -0.215737 -0.0111137 -0.212379 0 0 0 1
1403636590.563555584 -0.199591 -0.0129613 -0.213145 0 0 0 1
1403636590.613555456 -0.181277 -0.0172922 -0.213074 0 0 0 1
1403636590.663555584 -0.162344 -0.0190975 -0.212928 0 0 0 1
1403636590.713555456 -0.141549 -0.0203436 -0.212408 0 0 0 1
1403636590.763555584 -0.12018 -0.0206249 -0.211425 0 0 0 1
1403636590.813555456 -0.0980316 -0.0204899 -0.209982 0 0 0 1
1403636590.863555584 -0.074189 -0.0189107 -0.20809 0 0 0 1
1403636590.913555456 -0.0505022 -0.0192355 -0.206404 0 0 0 1
1403636590.963555584 -0.0258161 -0.0203419 -0.203477 0 0 0 1
1403636591.13555456 -0.00162943 -0.0196724 -0.200964 0 0 0 1
1403636591.63555584 0.0217853 -0.0192142 -0.19824 0 0 0 1
1403636591.113555456 0.0449158 -0.0204542 -0.194866 0 0 0 1
1403636591.163555584 0.0672199 -0.0200246 -0.191517 0 0 0 1
1403636591.213555456 0.0878135 -0.0205306 -0.188089 0 0 0 1
1403636591.263555584 0.108259 -0.0190513 -0.184626 0 0 0 1
1403636591.313555456 0.12641 -0.0161684 -0.182055 0 0 0 1
1403636591.363555584 0.142193 -0.0137427 -0.178657 0 0 0 1
1403636591.413555456 0.155011 -0.0119675 -0.175495 0 0 0 1
1403636591.463555584 0.16562 -0.0110537 -0.171632 0 0 0 1
1403636591.513555456 0.175947 -0.00645006 -0.16707 0 0 0 1
1403636591.563555584 0.185071 -0.0034013 -0.162252 0 0 0 1
1403636591.613555456 0.193121 0.000153275 -0.157073 0 0 0 1
1403636591.663555584 0.199222 0.00268821 -0.151601 0 0 0 1
1403636591.713555456 0.20366 0.0049439 -0.146697 0 0 0 1
1403636591.763555584 0.207251 0.00406437 -0.141966 0 0 0 1
1403636591.813555456 0.210646 0.00385247 -0.137654 0 0 0 1
1403636591.863555584 0.213727 0.00333421 -0.133656 0 0 0 1
1403636591.913555456 0.215687 0.00245345 -0.129554 0 0 0 1
1403636591.963555584 0.219021 -0.000394704 -0.124786 0 0 0 1
1403636592.13555456 0.2235 -0.0010496 -0.119072 0 0 0 1
1403636592.63555584 0.229453 -0.00189648 -0.111651 0 0 0 1
1403636592.113555456 0.236294 -0.00226266 -0.102662 0 0 0 1
1403636592.163555584 0.243498 -0.00320774 -0.0931258 0 0 0 1
1403636592.213555456 0.250722 -0.00410333 -0.0820111 0 0 0 1
1403636592.263555584 0.257282 -0.00494881 -0.0702089 0 0 0 1
1403636592.313555456 0.262451 -0.00666387 -0.0581583 0 0 0 1
1403636592.363555584 0.265621 -0.0085604 -0.0444602 0 0 0 1
1403636592.413555456 0.266242 -0.0109309 -0.0304391 0 0 0 1
1403636592.463555584 0.265221 -0.0142176 -0.0148103 0 0 0 1
1403636592.513555456 0.261556 -0.0181439 0.000576568 0 0 0 1
1403636592.563555584 0.253855 -0.0219728 0.0143287 0 0 0 1
1403636592.613555456 0.245112 -0.0251575 0.0301071 0 0 0 1
1403636592.663555584 0.233955 -0.0265196 0.0463718 0 0 0 1
1403636592.713555456 0.22067 -0.0279311 0.0597763 0 0 0 1
1403636592.763555584 0.204082 -0.0302725 0.0714849 0 0 0 1
1403636592.813555456 0.185207 -0.031583 0.0822852 0 0 0 1
1403636592.863555584 0.164702 -0.0292758 0.0927164 0 0 0 1
1403636592.913555456 0.138557 -0.028596 0.096406 0 0 0 1
1403636592.963555584 0.111515 -0.027447 0.0964712 0 0 0 1
1403636593.13555456 0.0837864 -0.0262227 0.0919589 0 0 0 1
1403636593.63555584 0.0537927 -0.0220817 0.0866023 0 0 0 1
1403636593.113555456 0.0252918 -0.0203454 0.0744744 0 0 0 1
1403636593.163555584 -0.00614143 -0.0173319 0.0606694 0 0 0 1
1403636593.213555456 -0.0382637 -0.0151465 0.0429964 0 0 0 1
1403636593.263555584 -0.0695325 -0.0115186 0.0276928 0 0 0 1
1403636593.313555456 -0.0874101 -0.0160534 -0.00434451 0 0 0 1
1403636593.363555584 -0.10893 -0.0151543 -0.0277683 0 0 0 1
1403636593.413555456 -0.126567 -0.0113439 -0.051464 0 0 0 1
1403636593.463555584 -0.138207 -0.00701382 -0.0761061 0 0 0 1
1403636593.513555456 -0.145247 -0.000844353 -0.0997888 0 0 0 1
1403636593.563555584 -0.148637 0.00469082 -0.123365 0 0 0 1
1403636593.613555456 -0.147487 0.00907841 -0.145106 0 0 0 1
1403636593.663555584 -0.142135 0.015444 -0.16751 0 0 0 1
1403636593.713555456 -0.131641 0.0220544 -0.188345 0 0 0 1
1403636593.763555584 -0.118051 0.0259632 -0.20718 0 0 0 1
1403636593.813555456 -0.100076 0.0316238 -0.22479 0 0 0 1
1403636593.863555584 -0.0813906 0.0351829 -0.239217 0 0 0 1
1403636593.913555456 -0.0593463 0.0363529 -0.253551 0 0 0 1
1403636593.963555584 -0.0346234 0.0378979 -0.263364 0 0 0 1
1403636594.13555456 -0.00691881 0.0378713 -0.271719 0 0 0 1
1403636594.63555584 0.0229506 0.0393622 -0.277856 0 0 0 1
1403636594.113555456 0.0520394 0.0385311 -0.278132 0 0 0 1
1403636594.163555584 0.0816853 0.0370255 -0.274608 0 0 0 1
1403636594.213555456 0.111379 0.0387881 -0.269527 0 0 0 1
1403636594.263555584 0.141245 0.0366876 -0.259785 0 0 0 1
1403636594.313555456 0.169712 0.0351351 -0.246695 0 0 0 1
1403636594.363555584 0.194427 0.039344 -0.229523 0 0 0 1
1403636594.413555456 0.220573 0.0332004 -0.210958 0 0 0 1
1403636594.463555584 0.246038 0.03021 -0.189776 0 0 0 1
1403636594.513555456 0.266915 0.0280736 -0.166299 0 0 0 1
1403636594.563555584 0.284478 0.0232261 -0.14252 0 0 0 1
1403636594.613555456 0.300513 0.0210868 -0.117311 0 0 0 1
1403636594.663555584 0.308348 0.0187669 -0.0932067 0 0 0 1
1403636594.713555456 0.309372 0.0159976 -0.0705809 0 0 0 1
1403636594.763555584 0.30395 0.0148444 -0.0501775 0 0 0 1
1403636594.813555456 0.292728 0.0128805 -0.0309494 0 0 0 1
1403636594.863555584 0.27403 0.0120485 -0.0127104 0 0 0 1
1403636594.913555456 0.247247 0.0118848 -0.00234749 0 0 0 1
1403636594.963555584 0.210592 0.00809328 0.00470506 0 0 0 1
1403636595.13555456 0.1689 0.00519686 0.00141007 0 0 0 1
1403636595.63555584 0.128025 0.00526059 0.00554681 0 0 0 1
1403636595.113555456 0.0907234 0.00829641 0.00995299 0 0 0 1
1403636595.163555584 0.0510874 0.0140579 0.00538739 0 0 0 1
1403636595.213555456 0.0180571 0.017079 0.00331504 0 0 0 1
1403636595.263555584 -0.0151237 0.0200592 -0.00671256 0 0 0 1
1403636595.313555456 -0.0414194 0.0158358 -0.0252546 0 0 0 1
1403636595.363555584 -0.0664354 0.019868 -0.037632 0 0 0 1
1403636595.413555456 -0.0878558 0.0258354 -0.0476248 0 0 0 1
1403636595.463555584 -0.0963964 0.0288842 -0.0642452 0 0 0 1
1403636595.513555456 -0.101522 0.0306384 -0.0799924 0 0 0 1
1403636595.563555584 -0.0991697 0.0329349 -0.0968559 0 0 0 1
1403636595.613555456 -0.089917 0.0354221 -0.11311 0 0 0 1
1403636595.663555584 -0.0745432 0.0386533 -0.128895 0 0 0 1
1403636595.713555456 -0.0548445 0.0414797 -0.143798 0 0 0 1
1403636595.763555584 -0.0300927 0.0457774 -0.158114 0 0 0 1
1403636595.813555456 -0.00123495 0.050105 -0.171998 0 0 0 1
1403636595.863555584 0.0253162 0.0563666 -0.18159 0 0 0 1
1403636595.913555456 0.0542868 0.0609286 -0.193478 0 0 0 1
1403636595.963555584 0.08272 0.0655353 -0.205166 0 0 0 1
1403636596.13555456 0.106231 0.0688199 -0.217912 0 0 0 1
1403636596.63555584 0.126195 0.0722903 -0.231989 0 0 0 1
1403636596.113555456 0.141226 0.0742432 -0.248414 0 0 0 1
1403636596.163555584 0.148984 0.0753046 -0.263715 0 0 0 1
1403636596.213555456 0.14722 0.0749602 -0.279055 0 0 0 1
1403636596.263555584 0.141374 0.0727278 -0.296363 0 0 0 1
1403636596.313555456 0.131711 0.0714789 -0.313413 0 0 0 1
1403636596.363555584 0.115834 0.0667639 -0.332481 0 0 0 1
1403636596.413555456 0.0969085 0.0620874 -0.352911 0 0 0 1
1403636596.463555584 0.0769916 0.0576907 -0.373512 0 0 0 1
1403636596.513555456 0.0572177 0.0535981 -0.392894 0 0 0 1
1403636596.563555584 0.0386104 0.0503774 -0.410096 0 0 0 1
1403636596.613555456 0.0217973 0.0475602 -0.42424 0 0 0 1
1403636596.663555584 0.00736354 0.0453936 -0.435262 0 0 0 1
1403636596.713555456 -0.003581 0.0445389 -0.442692 0 0 0 1
1403636596.763555584 -0.0112093 0.0445356 -0.444748 0 0 0 1
1403636596.813555456 -0.0145121 0.0445336 -0.441465 0 0 0 1
1403636596.863555584 -0.0146398 0.0447967 -0.433066 0 0 0 1
1403636596.913555456 -0.0126319 0.0444849 -0.418583 0 0 0 1
1403636596.963555584 -0.00757444 0.0441345 -0.399056 0 0 0 1
1403636597.13555456 -0.000161153 0.0440985 -0.375194 0 0 0 1
1403636597.63555584 0.00767435 0.0439901 -0.348772 0 0 0 1
1403636597.113555456 0.0168457 0.0433952 -0.318487 0 0 0 1
1403636597.163555584 0.0248073 0.0396831 -0.28681 0 0 0 1
1403636597.213555456 0.0348261 0.0358563 -0.254339 0 0 0 1
1403636597.263555584 0.0432489 0.0294541 -0.220029 0 0 0 1
1403636597.313555456 0.0507909 0.0251119 -0.186393 0 0 0 1
1403636597.363555584 0.0566452 0.0171348 -0.152029 0 0 0 1
1403636597.413555456 0.0616612 0.0134406 -0.118476 0 0 0 1
1403636597.463555584 0.0634787 0.00881191 -0.0877513 0 0 0 1
1403636597.513555456 0.0647997 0.00605802 -0.0622384 0 0 0 1
1403636597.563555584 0.0617363 0.00465619 -0.0403703 0 0 0 1
1403636597.613555456 0.0554791 0.00250536 -0.0233126 0 0 0 1
1403636597.663555584 0.0464995 0.000156488 -0.0114885 0 0 0 1
1403636597.713555456 0.0354489 0.000725066 -0.00665758 0 0 0 1
1403636597.763555584 0.0229737 0.00192668 -0.007121 0 0 0 1
1403636597.813555456 0.0104839 0.00155276 -0.0139063 0 0 0 1
1403636597.863555584 -0.000170808 0.00288436 -0.0255803 0 0 0 1
1403636597.913555456 -0.00882734 0.00615828 -0.0413121 0 0 0 1
1403636597.963555584 -0.0172022 0.00780486 -0.0594747 0 0 0 1
1403636598.13555456 -0.0242545 0.0108063 -0.0801826 0 0 0 1
1403636598.63555584 -0.0287597 0.014121 -0.101789 0 0 0 1
1403636598.113555456 -0.0321481 0.0174241 -0.124335 0 0 0 1
1403636598.163555584 -0.0330139 0.0225342 -0.146625 0 0 0 1
1403636598.213555456 -0.032141 0.0286975 -0.167081 0 0 0 1
1403636598.263555584 -0.0291714 0.0357475 -0.184528 0 0 0 1
1403636598.313555456 -0.0257388 0.0438943 -0.198297 0 0 0 1
1403636598.363555584 -0.020517 0.0514881 -0.206741 0 0 0 1
1403636598.413555456 -0.0144606 0.0601936 -0.210056 0 0 0 1
1403636598.463555584 -0.00874624 0.0667518 -0.207662 0 0 0 1
1403636598.513555456 -0.00292264 0.073463 -0.201064 0 0 0 1
1403636598.563555584 0.00234696 0.0794397 -0.189532 0 0 0 1
1403636598.613555456 0.00786856 0.0850533 -0.17488 0 0 0 1
1403636598.663555584 0.0133216 0.0902875 -0.158128 0 0 0 1
1403636598.713555456 0.0181591 0.0967319 -0.140453 0 0 0 1
1403636598.763555584 0.0221212 0.103747 -0.122894 0 0 0 1
1403636598.813555456 0.0259295 0.112456 -0.104737 0 0 0 1
1403636598.863555584 0.0296956 0.122519 -0.087883 0 0 0 1
1403636598.913555456 0.0327389 0.13181 -0.0719451 0 0 0 1
1403636598.963555584 0.0366882 0.14267 -0.0562444 0 0 0 1
1403636599.13555456 0.039577 0.152451 -0.0444293 0 0 0 1
1403636599.63555584 0.0418954 0.161663 -0.03294 0 0 0 1
1403636599.113555456 0.0437001 0.168695 -0.0245554 0 0 0 1
1403636599.163555584 0.0452745 0.174936 -0.0161564 0 0 0 1
1403636599.213555456 0.0461622 0.179049 -0.00776284 0 0 0 1
1403636599.263555584 0.0468475 0.182965 0.00011381 0 0 0 1
1403636599.313555456 0.0470998 0.186452 0.00672862 0 0 0 1
1403636599.363555584 0.0476167 0.189271 0.013308 0 0 0 1
1403636599.413555456 0.0476667 0.194265 0.0189867 0 0 0 1
1403636599.463555584 0.0480075 0.19873 0.0245124 0 0 0 1
1403636599.513555456 0.0478741 0.203419 0.0300702 0 0 0 1
